Path Cost Cserna,Probability Cserna,CDF Cserna
4.14149,0.000126028,0.994591
4.14549,0.000123515,0.994714
4.14949,0.000121044,0.994835
4.15349,0.000118613,0.994954
4.15749,0.000116224,0.99507
4.16149,0.000113874,0.995184
4.16549,0.000111565,0.995296
4.16949,0.000109294,0.995405
4.17349,0.000107062,0.995512
4.17749,0.000104869,0.995617
4.18149,0.000102713,0.99572
4.18549,0.000100594,0.99582
4.18949,9.85126e-05,0.995919
4.19349,9.64671e-05,0.996015
4.19749,9.44573e-05,0.99611
4.20149,9.2483e-05,0.996202
4.20549,9.05435e-05,0.996293
4.20949,8.86383e-05,0.996381
4.21349,8.67672e-05,0.996468
4.21749,8.49295e-05,0.996553
4.22149,8.31248e-05,0.996636
4.22549,8.13527e-05,0.996717
4.22949,7.96127e-05,0.996797
4.23349,7.79043e-05,0.996875
4.23749,7.62272e-05,0.996951
4.24149,7.45808e-05,0.997026
4.24549,7.29648e-05,0.997099
4.24949,7.13787e-05,0.99717
4.25349,6.9822e-05,0.99724
4.25749,6.82944e-05,0.997308
4.26149,6.67953e-05,0.997375
4.26549,6.53245e-05,0.99744
4.26949,6.38814e-05,0.997504
4.27349,6.24657e-05,0.997567
4.27749,6.1077e-05,0.997628
4.28149,5.97147e-05,0.997688
4.28549,5.83787e-05,0.997746
4.28949,5.70683e-05,0.997803
4.29349,5.57833e-05,0.997859
4.29749,5.45233e-05,0.997913
4.30149,5.32878e-05,0.997967
4.30549,5.20764e-05,0.998019
4.30949,5.08889e-05,0.99807
4.31349,4.97248e-05,0.998119
4.31749,4.85838e-05,0.998168
4.32149,4.74654e-05,0.998215
4.32549,4.63693e-05,0.998262
4.32949,4.52952e-05,0.998307
4.33349,4.42427e-05,0.998351
4.33749,4.32114e-05,0.998394
4.34149,4.2201e-05,0.998437
4.34549,4.12112e-05,0.998478
4.34949,4.02415e-05,0.998518
4.35349,3.92917e-05,0.998557
4.35749,3.83615e-05,0.998596
4.36149,3.74505e-05,0.998633
4.36549,3.65583e-05,0.99867
4.36949,3.56847e-05,0.998705
4.37349,3.48293e-05,0.99874
4.37749,3.39918e-05,0.998774
4.38149,3.31719e-05,0.998807
4.38549,3.23694e-05,0.99884
4.38949,3.15838e-05,0.998871
4.39349,3.08149e-05,0.998902
4.39749,3.00625e-05,0.998932
4.40149,2.93261e-05,0.998962
4.40549,2.86056e-05,0.99899
